,IndCode,IndName
2101,GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP
2102,NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health
2103,Yth_nonsmoked_national,Representation of latest youth prevalence survey (nonsmoked)
2104,NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands)
2105,SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (current US$ millions)
2106,Youth_svy_yr,Year of most recent adolescent survey
2107,NCD_CCS_path_lab,General availability of pathology services (laboratories) in the public sector
2108,IHRSPAR_CAPACITY09,Health Service Provision
2109,Adult_curr_tob_use,Prevalence of current tobacco use among adults (%)
2110,ASSISTIVETECH_Q01,Existence of legislation on access to assistive technology
2111,GASPRSAZM,Proportion of isolates with resistance to azithromycin reported to WHO-GASP
2112,Yth_daily_e-cig,Prevalence of daily e-cigarette use among adolescents (%)
2113,AMRGLASS_SURVL05,Total number of surveillance sites reporting to GLASS
2114,AIR_72,Ambient air pollution attributable deaths in children under 15 years
2115,E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities
2116,P_comprehensive_subnat,Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place
2117,FINPROTECTION_IMP_PG_RELPL_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line (60% of median daily per capita consumption or income) (%)"
2118,NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6–59 months (%)
2119,NCD_CCS_PA_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity
2120,NCD_HYP_TREATMENT_C,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude"
2121,NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination
2122,E17c_csr_promo_others,Ban on entities other than tobacco companies/the tobacco industry publicizing the CSR activities of the tobacco companies/industry
2123,R_Price_lowest_cost_usd,Cheapest brand of cigarettes - price in US$ at official exchange rates
2124,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude"
2125,ASSISTIVETECH_Q02,Coverage of people in need of assistive technology by legislation
2126,E_compl_e15,Compliance with ban on sponsorship (contributions and/or publicity of contributions) (score)
2127,E_compl_e1,Compliance with ban on advertising on national television and radio (score)
2128,O_Cytisine_ins,Cytisine - cost covered
2129,ICD11_IMPL_LVL,ICD-11 implementation progress level
2130,RADON_Q503_1,Reference level for workplaces (Bq/m3)
2131,P_compl_p8,Compliance with smoke-free public transport law (score)
2132,HWF_0026,Nursing personnel (%)
2133,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized"
2134,CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years
2135,NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use"
2136,MH_26,Year the law was enacted (latest revision)
2137,MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT)
2138,R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates
2139,FINPROTECTION_IMP_P190_LEVEL_MILLION,Total population pushed  further below the $1.90 a day poverty line by household health expenditures (millions)
2140,PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%)
2141,NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program
2142,R_admin_tax_stamps_cig,"Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes"
2143,NCD_CCS_TOB_TARGET,Existence of a national target on tobacco
2144,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)"
2145,NCD_HYP_DIAGNOSIS_C,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude"
2146,E_compl_e13,Compliance with ban on appearance of tobacco brands in TV and/or films (score)
2147,NCD_CCS_LIS_AML_COMBO,General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector
2148,MALARIA_1STLINE_TREATED,Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs))
2149,HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years)
2150,NCD_CCS_DIAB_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes"
2151,NCD_CCS_PA_POL_AGEING,Existence of policy promoting physical activity: active ageing
2152,CM_04,Number of deaths among children ages 5 to 9 years
2153,Adult_nonsmoked_svy_title,Name of latest adult prevalence survey (nonsmoked)
2154,NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity
2155,WSH_DOMESTIC_WASTE_SAFELY_TREATED,SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%)
2156,ASSISTIVETECH_Q05,Availability of government/registered services for assistive technology
2157,NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported
2158,GLASSAMC_TC,Total consumption of antibacterials expressed as DDD per 1000 inhabitants per day
2159,vfull,Full immunization coverage among one-year-olds (%)
2160,FINPROTECTION_IMP_P190_POP,Population pushed further below the $1.90 a day poverty line by household health expenditures (%)
2161,PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions)
2162,NCD_CCS_radio,General availability of radiotherapy in the public sector
2163,NCD_CCS_dilated_fundus,General availability of dilated fundus examination at the primary health care level
2164,HWF_0025,Medical doctors (%)
2165,MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population)
2166,Yth_curr_tob_use,Prevalence of current tobacco use among adolescents (%)
2167,R_afford_cat,"Affordability – category of change 2010-2020 (Yes (less affordable), No (more affordable), No change)."
2168,Yth_nonsmoked_age_grp,Age range of latest youth prevalence survey (nonsmoked)
2169,NCD_CCS_SALT_TARGET,Existence of a national target on salt
2170,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)"
2171,sevwast5,Severe wasting prevalence in children aged < 5 years (%)
2172,NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension
2173,CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10)
2174,ASSISTIVETECH_Q03,Availability of public funding for assistive technology
2175,ASSISTIVETECH_PAYERSAT,Funding for assistive products (%)
2176,Adult_svy_yr,Year of most recent survey of adults
2177,GASPTICIP,Number of isolates tested for ciprofloxacin
2178,Yth_curr_tob_smoking,Prevalence of current tobacco smoking among adolescents (%)
2179,NCD_CCS_TEL_AML_COMBO,General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector
2180,PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%)
2181,NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector
2182,R_admin_tax_stamps_other,"Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products"
2183,MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%)
2184,vmsl,Measles immunization coverage among one-year-olds (%)
2185,AIR_75,Household air pollution attributable DALYs in children under 15 years
2186,HIV_0000000029,"Reported number of tests performed where results were received by a person (testing volume), reporting period"
2187,MALARIA_PRES_CASES,Number of presumed malaria cases
2188,FINPROTECTION_IMP_NP_REL_LEVEL_SH,Total population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)
2189,NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity
2190,Youth_survey_title,Title of most recent adolescent survey
2191,GLASSAMC_AWARE,Pattern of antibiotic consumption at national level (relative consumption by AWaRe classification)
2192,NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity
2193,NCD_CCS_ComboInhaler,General availability of combination budesonide formoterol inhaler in the public health sector
2194,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized"
2195,NTD_YAWSNUM_SUSP,Number of suspected yaws cases reported
2196,NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes
2197,NCD_CCS_DIET_SVY,"Has conducted a recent, national adult risk factor survey covering unhealthy diet"
2198,fpsmowho,Demand for family planning satisfied - use of modern methods (%)
2199,AIR_74,Household air pollution attributable deaths in children under 15 years
2200,GASPTIAZM,Number of isolates tested for azithromycin
2201,Adult_daily_cig_smoking,Prevalence of daily cigarette smoking among adults (%)
2202,NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake"
2203,ASSISTIVETECH_Q09,Existence of regulations/standards/guidelines/protocols on assistive technology
2204,M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate)
2205,NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands)
2206,FINPROTECTION_IMP_PREL_LEVEL_SH,Total population pushed  further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)
2207,NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity
2208,E6a_pt_of_sale,Ban on advertising at point of sale
2209,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)"
2210,NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%)
2211,Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%)
2212,Adult_daily_tob_smoking,Prevalence of daily tobacco smoking among adults (%)
2213,NCD_CCS_DIAB_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of diabetes
2214,MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS)
2215,R_admin_duty_free_banned,Ban on sale of duty-free or excise-free cigarettes
2216,Youth_svy_national,Representativeness of most recent adolescent survey
2217,NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%)
2218,R_min_price_policy,A minimum price policy is implemented
2219,SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition"
2220,P_compl_p3,Compliance with smoke-free universities law (score)
2221,vpolio,Polio immunization coverage among one-year-olds (%)
2222,HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years)
2223,E21a_direct_ad_fines,Law requires fines for violations of advertising bans
2224,PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)"
2225,E_compl_e11,Compliance with ban on use of brand name of non-tobacco product for tobacco product (score)
